login,pre_commit_count,pre_mean_message_length,pre_active_weeks,pre_repos_touched,pre_mean_commits_per_active_week,pre_frac_multiline,pre_frac_conventional,pre_frac_mentions_test,pre_frac_has_bullets,pre_mean_inter_commit_hours,pre_frac_burst_commits,pre_sampled_test_cowrite_rate,pre_file_sample_count,pre_mean_pr_body_length,pre_frac_pr_has_body,post_commit_count,post_mean_message_length,post_active_weeks,post_repos_touched,post_mean_commits_per_active_week,post_frac_multiline,post_frac_conventional,post_frac_mentions_test,post_frac_has_bullets,post_mean_inter_commit_hours,post_frac_burst_commits,post_sampled_test_cowrite_rate,post_file_sample_count,post_mean_pr_body_length,post_frac_pr_has_body,delta_commit_count,delta_mean_message_length,delta_active_weeks,delta_repos_touched,delta_mean_commits_per_active_week,delta_frac_multiline,delta_frac_conventional,delta_frac_mentions_test,delta_frac_has_bullets,delta_mean_inter_commit_hours,delta_frac_burst_commits,delta_sampled_test_cowrite_rate,delta_file_sample_count,delta_mean_pr_body_length,delta_frac_pr_has_body
Reece-Morgan,26,30.77,5,1,5.2,0.154,0.0,0.0,0.0,199.63,0.8,0.0,0,8.75,0.0,22,37.91,7,1,3.14,0.227,0.0,0.0,0.0,631.54,0.714,0.0,0,15.4,0.2,-4,7.14,2,0,-2.06,0.073,0.0,0.0,0.0,431.91,-0.086,0.0,0,6.65,0.2
javier-tecla,9,19.44,3,4,3.0,0.0,0.0,0.0,0.0,285.02,0.75,0.0,0,0.0,0.0,23,25.7,1,4,23.0,0.0,0.0,0.0,0.0,0.24,0.955,0.0,0,0.0,0.0,14,6.26,-2,0,20.0,0.0,0.0,0.0,0.0,-284.78,0.205,0.0,0,0.0,0.0
DerekGn,13,45.08,2,1,6.5,0.462,0.0,0.077,0.0,100.03,0.417,0.0,0,221.5,0.5,12,65.5,7,1,1.71,0.667,0.0,0.167,0.167,1381.28,0.364,0.0,0,50.38,0.5,-1,20.42,5,0,-4.79,0.205,0.0,0.09,0.167,1281.25,-0.053,0.0,0,-171.12,0.0
KrainovSD,67,29.78,13,1,5.15,0.015,0.0,0.0,0.0,52.52,0.394,0.0,0,0.0,0.0,33,35.0,6,1,5.5,0.03,0.091,0.0,0.0,39.91,0.594,0.0,0,0.0,0.0,-34,5.22,-7,0,0.35,0.015,0.091,0.0,0.0,-12.61,0.2,0.0,0,0.0,0.0
filipeedensilva,34,23.41,11,5,3.09,0.0,0.0,0.0,0.0,186.34,0.424,0.0,0,0.0,0.0,15,27.27,9,1,1.67,0.0,0.0,0.0,0.0,1122.74,0.357,0.0,0,0.0,0.0,-19,3.86,-2,-4,-1.42,0.0,0.0,0.0,0.0,936.4,-0.067,0.0,0,0.0,0.0
LukaVerzijl,60,20.78,10,3,6.0,0.0,0.0,0.0,0.0,71.04,0.695,0.0,0,0.0,0.0,40,73.28,7,4,5.71,0.525,0.0,0.025,0.0,234.88,0.795,0.0,0,541.86,0.286,-20,52.5,-3,1,-0.29,0.525,0.0,0.025,0.0,163.84,0.1,0.0,0,541.86,0.286
quiple,10,40.8,6,1,1.67,0.2,0.0,0.0,0.1,226.91,0.222,0.0,0,12.5,0.0,90,18.68,23,1,3.91,0.022,0.0,0.0,0.0,183.43,0.573,0.0,0,0.0,0.0,80,-22.12,17,0,2.24,-0.178,0.0,0.0,-0.1,-43.48,0.351,0.0,0,-12.5,0.0
PauloMats,31,35.81,7,3,4.43,0.0,0.0,0.0,0.0,50.41,0.567,0.0,0,0.0,0.0,69,50.65,26,1,2.65,0.014,0.464,0.0,0.014,279.56,0.471,0.0,0,0.0,0.0,38,14.84,19,-2,-1.78,0.014,0.464,0.0,0.014,229.15,-0.096,0.0,0,0.0,0.0
ff137,23,17.22,4,2,5.75,0.0,0.0,0.0,0.0,102.99,0.773,0.0,0,0.0,0.0,10,19.8,7,1,1.43,0.2,0.0,0.0,0.0,1245.15,0.222,0.0,0,0.0,0.0,-13,2.58,3,-1,-4.32,0.2,0.0,0.0,0.0,1142.16,-0.551,0.0,0,0.0,0.0
hamzayounas256,9,17.11,3,2,3.0,0.111,0.0,0.0,0.0,655.03,0.375,0.0,0,0.0,0.0,7,17.57,2,3,3.5,0.0,0.0,0.0,0.0,92.06,0.333,0.0,0,0.0,0.0,-2,0.46,-1,1,0.5,-0.111,0.0,0.0,0.0,-562.97,-0.042,0.0,0,0.0,0.0
jordi-vancuijlenborg-vinci,16,23.12,5,2,3.2,0.0,0.0,0.0,0.0,392.64,0.6,0.0,0,3.17,0.0,39,61.13,2,1,19.5,0.154,0.538,0.051,0.0,4.28,0.947,0.0,0,0.0,0.0,23,38.01,-3,-1,16.3,0.154,0.538,0.051,0.0,-388.36,0.347,0.0,0,-3.17,0.0
thinkasany,39,19.51,5,1,7.8,0.026,0.154,0.103,0.026,59.43,0.868,0.0,0,1851.3,0.9,61,17.52,8,1,7.62,0.016,0.066,0.344,0.0,180.29,0.767,0.0,0,2057.0,1.0,22,-1.99,3,0,-0.18,-0.01,-0.088,0.241,-0.026,120.86,-0.101,0.0,0,205.7,0.1
sanderland,11,1204.18,9,1,1.22,0.636,0.0,0.091,0.636,1130.81,0.0,0.0,0,0.0,0.0,14,39.29,5,1,2.8,0.143,0.0,0.0,0.071,599.42,0.385,0.0,0,157.32,0.158,3,-1164.89,-4,0,1.58,-0.493,0.0,-0.091,-0.565,-531.39,0.385,0.0,0,157.32,0.158
officialkhaled,73,25.77,11,2,6.64,0.0,0.0,0.0,0.041,37.98,0.611,0.0,0,0.0,0.0,27,29.15,7,1,3.86,0.148,0.0,0.0,0.0,244.72,0.269,0.0,0,0.0,0.0,-46,3.38,-4,-1,-2.78,0.148,0.0,0.0,-0.041,206.74,-0.342,0.0,0,0.0,0.0
denis-vp,45,22.2,8,1,5.62,0.0,0.0,0.044,0.0,23.78,0.5,0.0,0,0.0,0.0,55,21.16,12,3,4.58,0.036,0.0,0.018,0.0,295.24,0.593,0.0,0,0.0,0.0,10,-1.04,4,2,-1.04,0.036,0.0,-0.026,0.0,271.46,0.093,0.0,0,0.0,0.0
timofruehwirth,20,17.2,5,1,4.0,0.0,0.0,0.0,0.0,341.02,0.632,0.0,0,0.0,0.0,78,66.33,19,3,4.11,0.038,0.0,0.077,0.013,238.98,0.494,0.0,0,26.0,0.0,58,49.13,14,2,0.11,0.038,0.0,0.077,0.013,-102.04,-0.138,0.0,0,26.0,0.0
aditya19991010,18,41.39,3,3,6.0,0.333,0.0,0.0,0.0,72.27,0.824,0.0,0,0.0,0.0,67,31.42,12,2,5.58,0.09,0.0,0.0,0.015,78.32,0.515,0.0,0,34.5,0.5,49,-9.97,9,-1,-0.42,-0.243,0.0,0.0,0.015,6.05,-0.309,0.0,0,34.5,0.5
tribhuwan-kumar,39,11.0,5,2,7.8,0.026,0.0,0.0,0.0,121.22,0.658,0.0,0,0.0,0.0,61,18.97,19,2,3.21,0.0,0.541,0.0,0.0,296.54,0.4,0.0,0,0.0,0.0,22,7.97,14,0,-4.59,-0.026,0.541,0.0,0.0,175.32,-0.258,0.0,0,0.0,0.0
aquzif,11,51.45,2,1,5.5,0.545,0.0,0.091,0.091,248.21,0.8,0.0,0,0.63,0.0,75,25.19,10,2,7.5,0.107,0.0,0.0,0.013,168.09,0.622,0.0,0,0.0,0.0,64,-26.26,8,1,2.0,-0.438,0.0,-0.091,-0.078,-80.12,-0.178,0.0,0,-0.63,0.0
nMaax,95,20.47,10,3,9.5,0.0,0.0,0.011,0.011,104.26,0.734,0.0,0,0.0,0.0,5,16.0,4,1,1.25,0.0,0.0,0.0,0.0,3779.36,0.25,0.0,0,0.0,0.0,-90,-4.47,-6,-2,-8.25,0.0,0.0,-0.011,-0.011,3675.1,-0.484,0.0,0,0.0,0.0
anilthanki,7,16.43,4,1,1.75,0.0,0.0,0.0,0.0,1831.65,0.333,0.0,0,0.0,0.0,15,35.27,8,1,1.88,0.067,0.0,0.067,0.333,1067.97,0.429,0.0,0,0.0,0.0,8,18.84,4,0,0.13,0.067,0.0,0.067,0.333,-763.68,0.096,0.0,0,0.0,0.0
lawrence-forooghian,24,43.54,2,1,12.0,0.25,0.0,0.0,0.0,181.72,0.957,0.0,0,0.0,0.0,76,138.41,13,1,5.85,0.382,0.0,0.013,0.026,254.46,0.653,0.0,0,0.0,0.0,52,94.87,11,0,-6.15,0.132,0.0,0.013,0.026,72.74,-0.304,0.0,0,0.0,0.0
josehp304,7,21.86,3,2,2.33,0.0,0.0,0.0,0.0,399.86,0.333,0.0,0,0.0,0.0,8,31.5,4,3,2.0,0.0,0.0,0.0,0.0,87.28,0.429,0.0,0,0.0,0.0,1,9.64,1,1,-0.33,0.0,0.0,0.0,0.0,-312.58,0.096,0.0,0,0.0,0.0
fan-ziqi,61,33.0,16,1,3.81,0.0,0.0,0.0,0.0,240.4,0.567,0.0,0,0.0,0.0,39,32.46,10,1,3.9,0.0,0.0,0.0,0.0,477.42,0.632,0.0,0,0.0,0.0,-22,-0.54,-6,0,0.09,0.0,0.0,0.0,0.0,237.02,0.065,0.0,0,0.0,0.0
Tusharyadav10,5,31.0,4,4,1.25,0.0,0.0,0.0,0.0,3046.34,0.25,0.0,0,0.0,0.0,12,32.17,5,2,2.4,0.167,0.0,0.0,0.0,1730.01,0.182,0.0,0,0.0,0.0,7,1.17,1,-2,1.15,0.167,0.0,0.0,0.0,-1316.33,-0.068,0.0,0,0.0,0.0
ujaRHR,47,23.09,9,5,5.22,0.0,0.0,0.0,0.0,179.37,0.717,0.0,0,0.0,0.0,18,19.28,8,5,2.25,0.0,0.0,0.0,0.0,962.07,0.588,0.0,0,0.0,0.0,-29,-3.81,-1,0,-2.97,0.0,0.0,0.0,0.0,782.7,-0.129,0.0,0,0.0,0.0
yugalteotia,11,24.64,2,4,5.5,0.091,0.0,0.0,0.0,43.75,0.5,0.0,0,0.0,0.0,11,24.27,3,2,3.67,0.091,0.0,0.0,0.0,278.2,0.7,0.0,0,0.0,0.0,0,-0.37,1,-2,-1.83,0.0,0.0,0.0,0.0,234.45,0.2,0.0,0,0.0,0.0
benja-keen,7,15.71,1,1,7.0,0.0,0.0,0.0,0.0,0.21,1.0,0.0,0,0.0,0.0,5,15.6,2,2,2.5,0.0,0.0,0.0,0.0,879.97,0.75,0.0,0,0.0,0.0,-2,-0.11,1,1,-4.5,0.0,0.0,0.0,0.0,879.76,-0.25,0.0,0,0.0,0.0
TimaGribanov,17,23.59,7,1,2.43,0.059,0.0,0.0,0.0,936.49,0.562,0.0,0,0.0,0.0,40,26.93,5,1,8.0,0.05,0.0,0.0,0.0,256.09,0.821,0.0,0,0.0,0.0,23,3.34,-2,0,5.57,-0.009,0.0,0.0,0.0,-680.4,0.259,0.0,0,0.0,0.0
ataullah1,29,16.28,10,5,2.9,0.0,0.0,0.0,0.0,493.98,0.571,0.0,0,0.0,0.0,19,22.63,9,1,2.11,0.053,0.0,0.0,0.0,1002.23,0.333,0.0,0,0.0,0.0,-10,6.35,-1,-4,-0.79,0.053,0.0,0.0,0.0,508.25,-0.238,0.0,0,0.0,0.0
lucasmartinoia,17,25.06,5,2,3.4,0.059,0.0,0.0,0.0,761.78,0.625,0.0,0,0.0,0.0,15,23.8,7,1,2.14,0.0,0.0,0.0,0.0,663.05,0.214,0.0,0,0.0,0.0,-2,-1.26,2,-1,-1.26,-0.059,0.0,0.0,0.0,-98.73,-0.411,0.0,0,0.0,0.0
oma219,82,31.61,23,2,3.57,0.098,0.0,0.049,0.0,159.5,0.42,0.0,0,68.8,0.4,9,49.78,4,1,2.25,0.0,0.0,0.0,0.0,170.96,0.375,0.0,0,0.0,0.0,-73,18.17,-19,-1,-1.32,-0.098,0.0,-0.049,0.0,11.46,-0.045,0.0,0,-68.8,-0.4
Diogobitten,19,16.89,2,4,9.5,0.0,0.0,0.0,0.0,10.65,0.778,0.0,0,0.0,0.0,36,19.25,9,2,4.0,0.0,0.0,0.0,0.0,295.09,0.743,0.0,0,0.0,0.0,17,2.36,7,-2,-5.5,0.0,0.0,0.0,0.0,284.44,-0.035,0.0,0,0.0,0.0
wirrywoo,51,31.98,6,1,8.5,0.078,0.0,0.02,0.0,18.31,0.66,0.0,0,4.0,0.0,49,34.0,10,1,4.9,0.02,0.0,0.02,0.0,96.03,0.5,0.0,0,120.0,1.0,-2,2.02,4,0,-3.6,-0.058,0.0,0.0,0.0,77.72,-0.16,0.0,0,116.0,1.0
kamiljaneczek,46,16.33,5,5,9.2,0.174,0.0,0.0,0.0,140.33,0.733,0.0,0,0.0,0.0,8,17.62,3,4,2.67,0.0,0.0,0.0,0.0,1777.67,0.714,0.0,0,0.0,0.0,-38,1.29,-2,-1,-6.53,-0.174,0.0,0.0,0.0,1637.34,-0.019,0.0,0,0.0,0.0
Thakshaka,37,19.84,4,2,9.25,0.054,0.0,0.0,0.0,89.45,0.694,0.0,0,0.0,0.0,24,50.67,1,1,24.0,0.458,0.0,0.0,0.0,0.02,1.0,0.0,0,0.0,0.0,-13,30.83,-3,-1,14.75,0.404,0.0,0.0,0.0,-89.43,0.306,0.0,0,0.0,0.0
srees1988,47,29.13,8,1,5.88,0.0,0.0,0.0,0.0,263.84,0.761,0.0,0,0.0,0.0,53,26.51,10,1,5.3,0.057,0.0,0.0,0.0,159.21,0.692,0.0,0,0.0,0.0,6,-2.62,2,0,-0.58,0.057,0.0,0.0,0.0,-104.63,-0.069,0.0,0,0.0,0.0
AndersonPS94,20,17.9,3,5,6.67,0.0,0.0,0.0,0.0,822.03,0.737,0.0,0,0.0,0.0,13,17.92,7,1,1.86,0.0,0.0,0.0,0.0,1253.08,0.5,0.0,0,0.0,0.0,-7,0.02,4,-4,-4.81,0.0,0.0,0.0,0.0,431.05,-0.237,0.0,0,0.0,0.0
Shourov98,21,21.33,5,2,4.2,0.048,0.0,0.0,0.0,69.42,0.75,0.0,0,0.0,0.0,15,21.53,8,1,1.88,0.0,0.0,0.0,0.0,274.07,0.5,0.0,0,0.0,0.0,-6,0.2,3,-1,-2.32,-0.048,0.0,0.0,0.0,204.65,-0.25,0.0,0,0.0,0.0
e-psi-lon,9,24.33,4,2,2.25,0.0,0.0,0.0,0.0,1211.67,0.625,0.0,0,0.0,0.0,18,57.67,4,1,4.5,0.111,0.667,0.056,0.0,368.79,0.706,0.0,0,0.0,0.0,9,33.34,0,-1,2.25,0.111,0.667,0.056,0.0,-842.88,0.081,0.0,0,0.0,0.0
hungp03,6,10.17,3,1,2.0,0.0,0.0,0.0,0.0,420.97,0.6,0.0,0,0.0,0.0,63,39.38,14,4,4.5,0.238,0.0,0.016,0.032,178.84,0.435,0.0,0,14.75,0.0,57,29.21,11,3,2.5,0.238,0.0,0.016,0.032,-242.13,-0.165,0.0,0,14.75,0.0
gqmelo,5,31.4,5,1,1.0,0.0,0.0,0.0,0.0,3972.0,0.0,0.0,0,0.0,0.0,16,28.31,10,1,1.6,0.0,0.0,0.0,0.0,1009.32,0.333,0.0,0,0.0,0.0,11,-3.09,5,0,0.6,0.0,0.0,0.0,0.0,-2962.68,0.333,0.0,0,0.0,0.0
xiaohuohumax,11,25.64,9,4,1.22,0.545,0.0,0.0,0.0,1380.63,0.1,0.0,0,0.0,0.0,79,19.01,18,4,4.39,0.076,0.0,0.0,0.0,145.68,0.551,0.0,0,0.0,0.0,68,-6.63,9,0,3.17,-0.469,0.0,0.0,0.0,-1234.95,0.451,0.0,0,0.0,0.0
t-hamano,50,42.56,7,2,7.14,0.24,0.08,0.02,0.04,201.48,0.796,0.0,0,0.0,0.0,49,31.16,11,1,4.45,0.102,0.02,0.0,0.102,363.38,0.729,0.0,0,23.06,0.118,-1,-11.4,4,-1,-2.69,-0.138,-0.06,-0.02,0.062,161.9,-0.067,0.0,0,23.06,0.118
Vlad-disc,27,26.15,5,2,5.4,0.0,0.0,0.0,0.778,31.14,0.423,0.0,0,0.0,0.0,22,13.36,3,2,7.33,0.0,0.0,0.0,0.0,73.89,0.619,0.0,0,0.0,0.0,-5,-12.79,-2,0,1.93,0.0,0.0,0.0,-0.778,42.75,0.196,0.0,0,0.0,0.0
DredD1998,20,16.35,3,2,6.67,0.0,0.0,0.0,0.0,390.39,0.789,0.0,0,0.0,0.0,45,9.44,15,1,3.0,0.0,0.0,0.0,0.0,51.32,0.114,0.0,0,0.0,0.0,25,-6.91,12,-1,-3.67,0.0,0.0,0.0,0.0,-339.07,-0.675,0.0,0,0.0,0.0
hankhsu1996,49,29.04,8,3,6.12,0.0,0.0,0.0,0.0,137.32,0.479,0.0,0,0.0,0.0,8,46.62,4,1,2.0,0.0,0.0,0.0,0.0,991.73,0.429,0.0,0,0.0,0.0,-41,17.58,-4,-2,-4.12,0.0,0.0,0.0,0.0,854.41,-0.05,0.0,0,0.0,0.0
AlexTheProg,10,50.7,4,2,2.5,0.1,0.0,0.0,0.0,525.98,0.333,0.0,0,96.0,1.0,44,43.0,12,1,3.67,0.159,0.0,0.068,0.0,50.68,0.279,0.0,0,0.0,0.0,34,-7.7,8,-1,1.17,0.059,0.0,0.068,0.0,-475.3,-0.054,0.0,0,-96.0,-1.0
Aadarsh-Mane,48,16.65,9,4,5.33,0.0,0.0,0.021,0.0,51.15,0.553,0.0,0,0.0,0.0,17,17.12,5,1,3.4,0.0,0.0,0.0,0.0,189.07,0.5,0.0,0,0.0,0.0,-31,0.47,-4,-3,-1.93,0.0,0.0,-0.021,0.0,137.92,-0.053,0.0,0,0.0,0.0
kieranpotts,8,21.62,2,1,4.0,0.0,0.0,0.0,0.0,130.49,0.857,0.0,0,0.0,0.0,92,48.67,22,2,4.18,0.076,0.25,0.011,0.011,150.44,0.593,0.0,0,0.0,0.0,84,27.05,20,1,0.18,0.076,0.25,0.011,0.011,19.95,-0.264,0.0,0,0.0,0.0
kiancodemy,33,16.0,11,1,3.0,0.0,0.0,0.0,0.0,113.33,0.5,0.0,0,0.0,0.0,67,16.0,28,1,2.39,0.0,0.0,0.0,0.0,174.21,0.455,0.0,0,0.0,0.0,34,0.0,17,0,-0.61,0.0,0.0,0.0,0.0,60.88,-0.045,0.0,0,0.0,0.0
sergionaskbr,56,26.14,4,4,14.0,0.0,0.0,0.0,0.0,167.61,0.818,0.0,0,0.0,0.0,18,24.22,5,2,3.6,0.111,0.0,0.0,0.0,507.44,0.647,0.0,0,0.0,0.0,-38,-1.92,1,-2,-10.4,0.111,0.0,0.0,0.0,339.83,-0.171,0.0,0,0.0,0.0
Collinzy0451,49,19.39,4,3,12.25,0.061,0.0,0.0,0.0,8.78,0.792,0.0,0,0.0,0.0,51,16.98,10,1,5.1,0.0,0.0,0.0,0.0,53.05,0.58,0.0,0,0.0,0.0,2,-2.41,6,-2,-7.15,-0.061,0.0,0.0,0.0,44.27,-0.212,0.0,0,0.0,0.0
LalbaAnthony,79,12.43,10,3,7.9,0.0,0.0,0.0,0.0,42.16,0.603,0.0,0,0.0,0.0,21,16.0,9,2,2.33,0.0,0.0,0.0,0.0,577.03,0.5,0.0,0,0.0,0.0,-58,3.57,-1,-1,-5.57,0.0,0.0,0.0,0.0,534.87,-0.103,0.0,0,0.0,0.0
rogerioflh,83,18.02,23,2,3.61,0.012,0.0,0.0,0.0,127.54,0.659,0.0,0,0.0,0.0,17,17.06,10,1,1.7,0.0,0.0,0.0,0.0,693.35,0.25,0.0,0,0.0,0.0,-66,-0.96,-13,-1,-1.91,-0.012,0.0,0.0,0.0,565.81,-0.409,0.0,0,0.0,0.0
Ryohskay,12,27.83,6,3,2.0,0.083,0.0,0.0,0.0,1317.02,0.545,0.0,0,0.0,0.0,5,24.2,4,1,1.25,0.0,0.0,0.0,0.0,4388.87,0.25,0.0,0,0.0,0.0,-7,-3.63,-2,-2,-0.75,-0.083,0.0,0.0,0.0,3071.85,-0.295,0.0,0,0.0,0.0
levydsa,57,32.74,7,5,8.14,0.053,0.0,0.0,0.018,62.78,0.857,0.0,0,0.0,0.0,5,29.2,2,1,2.5,0.0,0.0,0.0,0.0,430.24,0.75,0.0,0,0.0,0.0,-52,-3.54,-5,-4,-5.64,-0.053,0.0,0.0,-0.018,367.46,-0.107,0.0,0,0.0,0.0
ibrahimhalilsezgin,11,15.82,3,2,3.67,0.0,0.0,0.0,0.0,382.77,0.7,0.0,0,0.0,0.0,15,17.8,5,3,3.0,0.0,0.0,0.0,0.0,391.09,0.643,0.0,0,0.0,0.0,4,1.98,2,1,-0.67,0.0,0.0,0.0,0.0,8.32,-0.057,0.0,0,0.0,0.0
husainarib,24,17.29,5,4,4.8,0.0,0.0,0.0,0.0,615.77,0.609,0.0,0,0.0,0.0,32,32.53,7,1,4.57,0.0,0.0,0.0,0.031,41.6,0.516,0.0,0,0.0,0.0,8,15.24,2,-3,-0.23,0.0,0.0,0.0,0.031,-574.17,-0.093,0.0,0,0.0,0.0
arr199,94,13.89,4,1,23.5,0.0,0.0,0.0,0.0,11.54,0.925,0.0,0,0.0,0.0,6,23.33,5,2,1.2,0.0,0.0,0.0,0.0,1417.01,0.2,0.0,0,0.0,0.0,-88,9.44,1,1,-22.3,0.0,0.0,0.0,0.0,1405.47,-0.725,0.0,0,0.0,0.0
enescankaya,24,17.46,6,4,4.0,0.042,0.0,0.0,0.0,428.77,0.739,0.0,0,0.0,0.0,15,268.8,2,2,7.5,0.8,0.0,0.0,0.0,2.45,0.929,0.0,0,0.0,0.0,-9,251.34,-4,-2,3.5,0.758,0.0,0.0,0.0,-426.32,0.19,0.0,0,0.0,0.0
facsert,82,83.9,29,1,2.83,0.915,0.0,0.024,0.0,129.64,0.21,0.0,0,0.0,0.0,18,70.78,4,1,4.5,0.722,0.0,0.056,0.0,28.34,0.412,0.0,0,0.0,0.0,-64,-13.12,-25,0,1.67,-0.193,0.0,0.032,0.0,-101.3,0.202,0.0,0,0.0,0.0
EdwardZhangJ,52,73.71,9,3,5.78,0.865,0.0,0.019,0.5,241.53,0.608,0.0,0,0.0,0.0,48,50.62,15,1,3.2,0.0,0.917,0.0,0.104,361.6,0.213,0.0,0,0.0,0.0,-4,-23.09,6,-2,-2.58,-0.865,0.917,-0.019,-0.396,120.07,-0.395,0.0,0,0.0,0.0
leonardorimes,14,16.43,4,2,3.5,0.0,0.0,0.0,0.0,584.47,0.538,0.0,0,0.0,0.0,86,28.92,14,4,6.14,0.012,0.0,0.0,0.012,121.97,0.553,0.0,0,0.0,0.0,72,12.49,10,2,2.64,0.012,0.0,0.0,0.012,-462.5,0.015,0.0,0,0.0,0.0
7997275647,7,28.86,3,2,2.33,0.143,0.0,0.0,0.0,584.72,0.667,0.0,0,0.0,0.0,34,33.06,8,3,4.25,0.324,0.0,0.0,0.0,321.47,0.667,0.0,0,12.62,0.125,27,4.2,5,1,1.92,0.181,0.0,0.0,0.0,-263.25,0.0,0.0,0,12.62,0.125
Samq64,15,22.33,6,3,2.5,0.067,0.0,0.0,0.0,775.46,0.571,0.0,0,0.0,0.0,59,25.83,14,2,4.21,0.068,0.0,0.0,0.0,217.84,0.431,0.0,0,63.5,0.5,44,3.5,8,-1,1.71,0.001,0.0,0.0,0.0,-557.62,-0.14,0.0,0,63.5,0.5
michellao,39,41.46,18,2,2.17,0.026,0.0,0.0,0.0,231.83,0.5,0.0,0,0.0,0.0,61,31.82,30,2,2.03,0.049,0.0,0.0,0.0,332.08,0.383,0.0,0,0.0,0.0,22,-9.64,12,0,-0.14,0.023,0.0,0.0,0.0,100.25,-0.117,0.0,0,0.0,0.0
jjw0609,75,16.97,13,4,5.77,0.027,0.027,0.0,0.0,71.13,0.757,0.0,0,0.0,0.0,25,17.28,5,1,5.0,0.0,0.0,0.0,0.0,688.95,0.708,0.0,0,0.0,0.0,-50,0.31,-8,-3,-0.77,-0.027,-0.027,0.0,0.0,617.82,-0.049,0.0,0,0.0,0.0
yordanluturyalii,21,35.24,3,1,7.0,0.0,0.952,0.0,0.0,13.96,0.6,0.0,0,0.0,0.0,79,35.35,5,4,15.8,0.0,0.696,0.0,0.0,35.5,0.628,0.0,0,61.0,1.0,58,0.11,2,3,8.8,0.0,-0.256,0.0,0.0,21.54,0.028,0.0,0,61.0,1.0
Chia1104,51,15.76,16,4,3.19,0.0,0.0,0.0,0.0,340.37,0.38,0.0,0,0.0,0.0,8,42.88,3,1,2.67,0.25,1.0,0.0,0.0,2232.72,0.714,0.0,0,0.0,0.0,-43,27.12,-13,-3,-0.52,0.25,1.0,0.0,0.0,1892.35,0.334,0.0,0,0.0,0.0
Tablerase,10,15.9,6,1,1.67,0.0,0.0,0.0,0.0,234.51,0.222,0.0,0,0.0,0.0,90,70.54,27,1,3.33,0.233,0.667,0.011,0.056,88.2,0.404,0.0,0,0.0,0.0,80,54.64,21,0,1.66,0.233,0.667,0.011,0.056,-146.31,0.182,0.0,0,0.0,0.0
odin568,11,128.18,8,1,1.38,0.909,0.0,0.0,0.0,243.13,0.2,0.0,0,0.0,0.0,84,138.23,45,1,1.87,0.976,0.0,0.0,0.0,223.57,0.361,0.0,0,0.0,0.0,73,10.05,37,0,0.49,0.067,0.0,0.0,0.0,-19.56,0.161,0.0,0,0.0,0.0
ValKmjolnir,7,32.0,1,1,7.0,0.0,0.0,0.0,0.0,20.27,0.667,0.0,0,0.0,0.0,18,30.0,5,1,3.6,0.222,0.0,0.0,0.0,568.96,0.471,0.0,0,0.0,0.0,11,-2.0,4,0,-3.4,0.222,0.0,0.0,0.0,548.69,-0.196,0.0,0,0.0,0.0
joelson91,5,16.0,3,1,1.67,0.0,0.0,0.0,0.0,3661.29,0.5,0.0,0,0.0,0.0,83,32.36,12,5,6.92,0.06,0.193,0.0,0.0,178.8,0.695,0.0,0,23.33,0.167,78,16.36,9,4,5.25,0.06,0.193,0.0,0.0,-3482.49,0.195,0.0,0,23.33,0.167
Aarndal,16,74.31,3,1,5.33,0.0,0.0,0.0,0.0,22.86,0.4,0.0,0,0.0,0.0,84,51.18,8,2,10.5,0.119,0.0,0.0,0.0,39.63,0.494,0.0,0,0.0,0.0,68,-23.13,5,1,5.17,0.119,0.0,0.0,0.0,16.77,0.094,0.0,0,0.0,0.0
Divyanshu960,94,16.67,19,1,4.95,0.011,0.0,0.0,0.0,74.07,0.462,0.0,0,0.0,0.0,6,15.33,5,1,1.2,0.0,0.0,0.0,0.0,1289.12,0.2,0.0,0,0.0,0.0,-88,-1.34,-14,0,-3.75,-0.011,0.0,0.0,0.0,1215.05,-0.262,0.0,0,0.0,0.0
SpadyisLive,7,27.0,2,2,3.5,0.143,0.0,0.0,0.0,86.53,0.667,0.0,0,0.0,0.0,15,18.73,6,4,2.5,0.067,0.0,0.0,0.0,567.18,0.643,0.0,0,0.0,0.0,8,-8.27,4,2,-1.0,-0.076,0.0,0.0,0.0,480.65,-0.024,0.0,0,0.0,0.0
Tabaaza,21,30.86,3,2,7.0,0.048,0.0,0.0,0.0,76.48,0.8,0.0,0,0.0,0.0,79,28.8,5,2,15.8,0.0,0.0,0.0,0.215,65.07,0.769,0.0,0,0.0,0.0,58,-2.06,2,0,8.8,-0.048,0.0,0.0,0.215,-11.41,-0.031,0.0,0,0.0,0.0
weirdapps,10,16.5,3,1,3.33,0.0,0.0,0.0,0.1,66.16,0.333,0.0,0,0.0,0.0,90,637.3,8,2,11.25,0.889,0.844,0.4,0.344,13.61,0.618,0.0,0,797.64,0.929,80,620.8,5,1,7.92,0.889,0.844,0.4,0.244,-52.55,0.285,0.0,0,797.64,0.929
88250,35,29.63,20,1,1.75,0.029,0.0,0.0,0.0,487.03,0.382,0.0,0,0.0,0.0,28,42.18,12,1,2.33,0.036,0.0,0.036,0.0,663.62,0.519,0.0,0,0.0,0.0,-7,12.55,-8,0,0.58,0.007,0.0,0.036,0.0,176.59,0.137,0.0,0,0.0,0.0
